[VAMS][2018-04-25 10:44:18,307] INFO | 初始化成功...... | [main] com.huir.mina.customservice.CustomMinaService.main(37)
[VAMS][2018-04-26 10:48:32,950] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-26 10:48:32,951] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-26 10:48:32,952] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-26 10:48:52,954] INFO | 为了生存 ----客户端主动发送心跳包 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.getRequest(19)
[VAMS][2018-04-26 10:48:52,955] INFO | 14;客户端发送心跳包;8  ---------------> 14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(23)
[VAMS][2018-04-26 10:48:52,956] INFO | 客户端发送心跳包 ------》  14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isRequest(38)
[VAMS][2018-04-26 10:48:52,956] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-26 10:48:52,958] INFO | ================接收到心跳包=============== | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(41)
[VAMS][2018-04-26 10:48:52,959] INFO | 15;服务端接收到了心跳包;10  ---------------> 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(23)
[VAMS][2018-04-26 10:48:52,964] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-26 10:48:52,965] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-26 10:48:52,966] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-26 10:49:12,964] INFO | 客户端断开连接 | [NioProcessor-2] com.huir.mina.customtelnet.CustomTelnetHandler.sessionClosed(49)
[VAMS][2018-04-26 10:49:20,171] INFO | 初始化成功...... | [main] com.huir.mina.customservice.CustomMinaService.main(37)
[VAMS][2018-04-26 10:49:23,883] INFO | 客户端连接成功..... | [main] com.huir.mina.customtelnet.CustomMinaTelnet.connection(86)
[VAMS][2018-04-26 10:49:23,886] INFO | 12;{"Request":"Islogin","Root":"{\"User_ID\":1,\"User_Name\":null,\"CUser_HuaName\":null,\"CUser_PWD\":null,\"Token\":null,\"LoginType\":0,\"StrErr\":\"29ac2566e3078e87e3097d3822e50d7\"}","Parameter":null,"Token":"a173850c55004309929a6a643927dd2d","Querycount":0,"Number":null,"Type":null}    {\"Request\":\"Islogin\",\"Root\":\"{\\\"User_ID\\\":1,\\\"User_Name\\\":null,\\\"CUser_HuaName\\\":null,\\\"CUser_PWD\\\":null,\\\"Token\\\":null,\\\"LoginType\\\":0,\\\"StrErr\\\":\\\"29ac2566e3078e87e3097d3822e50d7\\\"}\",\"Parameter\":null,\"Token\":\"a173850c55004309929a6a643927dd2d\",\"Querycount\":0,\"Number\":null,\"Type\":null};628  ---------------> 12;{"Request":"Islogin","Root":"{\"User_ID\":1,\"User_Name\":null,\"CUser_HuaName\":null,\"CUser_PWD\":null,\"Token\":null,\"LoginType\":0,\"StrErr\":\"29ac2566e3078e87e3097d3822e50d7\"}","Parameter":null,"Token":"a173850c55004309929a6a643927dd2d","Querycount":0,"Number":null,"Type":null}    {\"Request\":\"Islogin\",\"Root\":\"{\\\"User_ID\\\":1,\\\"User_Name\\\":null,\\\"CUser_HuaName\\\":null,\\\"CUser_PWD\\\":null,\\\"Token\\\":null,\\\"LoginType\\\":0,\\\"StrErr\\\":\\\"29ac2566e3078e87e3097d3822e50d7\\\"}\",\"Parameter\":null,\"Token\":\"a173850c55004309929a6a643927dd2d\",\"Querycount\":0,\"Number\":null,\"Type\":null};628 | [main] com.huir.mina.service.customcodefactory.CustomEnCode.encode(23)
[VAMS][2018-04-26 10:49:23,890] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-26 10:49:23,892] INFO | messageReceived：   服务端接收到的数据 -----> {"Request":"Islogin","Root":"{\"User_ID\":1,\"User_Name\":null,\"CUser_HuaName\":null,\"CUser_PWD\":null,\"Token\":null,\"LoginType\":0,\"StrErr\":\"29ac2566e3078e87e3097d3822e50d7\"}","Parameter":null,"Token":"a173850c55004309929a6a643927dd2d","Querycount":0,"Number":null,"Type":null}    {\"Request\":\"Islogin\",\"Root\":\"{\\\"User_ID\\\":1,\\\"User_Name\\\":null,\\\"CUser_HuaName\\\":null,\\\"CUser_PWD\\\":null,\\\"Token\\\":null,\\\"LoginType\\\":0,\\\"StrErr\\\":\\\"29ac2566e3078e87e3097d3822e50d7\\\"}\",\"Parameter\":null,\"Token\":\"a173850c55004309929a6a643927dd2d\",\"Querycount\":0,\"Number\":null,\"Type\":null} | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(36)
[VAMS][2018-04-26 10:49:23,894] INFO | 13;Service:连接成功;12  ---------------> 13;Service:连接成功;12 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(23)
[VAMS][2018-04-26 10:49:23,897] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-26 10:49:23,899] INFO | 13 | [NioProcessor-2] com.huir.mina.customtelnet.CustomTelnetHandler.messageReceived(31)
[VAMS][2018-04-26 10:49:23,899] INFO | messageReceived：   客户端端接收到的数据 -----> Service:连接成功   msgLength 12 | [NioProcessor-2] com.huir.mina.customtelnet.CustomTelnetHandler.messageReceived(36)
[VAMS][2018-04-26 10:49:42,155] INFO | 服务器断开连接 | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.sessionClosed(55)
